ægilopiné	adj.
ægilopinées	subst.
æolis	subst.
æpyornis	subst.
æsthésiomètre	subst.
æthéogame	adj.
æthéogamie	subst.
ætite	subst.
Guesclin  nom propre
Gueugnon  nom propre
Guichard  nom propre
Guiffroi  nom propre
Guilain nom propre
Guillaume nom propre
Guillemin nom propre
Guimel  nom propre
Guinée  nom propre
Guines  nom propre
Guingamp  nom propre
Guiod nom propre
Guiot nom propre
Guise nom propre
Guizhou nom propre
Gujarat nom propre
Guy nom propre
Guyana  nom propre
Guyane  nom propre
Guyenne nom propre
Guyot nom propre
Haf nom propre
Hague nom propre
Hainan  nom propre
Hainaut nom propre
Haïti nom propre
Haize nom propre
Halewin nom propre
Halifax nom propre
Halst nom propre
Hambourg  nom propre
Hamon nom propre
Han-sur-nied  nom propre
Han-sur-seille  nom propre
Hanibal nom propre
Hanoï nom propre
Hanovre nom propre
Hans  nom propre
Hardanger nom propre
Harecourt nom propre
Haretusa  nom propre
Harfleur  nom propre
Harraucourt-sur-seille  nom propre
Harselles nom propre
Haryana nom propre
Haudenarde  nom propre
Havana  nom propre
Havane  nom propre
Hawaï nom propre
Haye  nom propre
Haynuiers nom propre
Hazle nom propre
Hebé  nom propre
Hebei nom propre
Hébrides  nom propre
Hector  nom propre
Hecuba  nom propre
Hecube  nom propre
Heiltz-le-maurupt nom propre
Helbie  nom propre
Heldeghien  nom propre
Hélène  nom propre
Helinande nom propre
Helion  nom propre
Helsinki  nom propre
Helvétie  nom propre
Hely  nom propre
Helye nom propre
Hemus nom propre
Henan nom propre
Heng-yang nom propre
Henri nom propre
Henriette nom propre
Hérault nom propre
Herbert nom propre
Hercule nom propre
Hermagore nom propre
Hermaphroditus  nom propre
Hermofroditus nom propre
Hermogenes  nom propre
Hero  nom propre
Hérode  nom propre
Herudicé  nom propre
Hervy nom propre
Heshbon nom propre
Hésiode nom propre
Heson nom propre
Hesperie  nom propre
Hesse nom propre
Hester  nom propre
Hez nom propre
Hidalgo nom propre
Hilaire nom propre
Hildebert nom propre
Himalaya  nom propre
Hiroshima nom propre
Holem nom propre
Hollande  nom propre
Hölldobler  nom propre
Hollywood nom propre
Homère  nom propre
Honcourt  nom propre
Honduras  nom propre
Honfleur  nom propre
Hong-kong nom propre
Hongrie nom propre
Hopeh nom propre
Hortance  nom propre
Hostidonne  nom propre
Huart nom propre
Hubei nom propre
Hubert  nom propre
Hugonin nom propre
Hugues  nom propre
Huitasse  nom propre
Hull  nom propre
Humbert nom propre
Humberte  nom propre
Hunan nom propre
Hypocrate nom propre
Hypolite  nom propre
Hypolitus nom propre
Hypomene  nom propre
Hysbozeth nom propre
Ibérie  nom propre
Icare nom propre
Iffis nom propre
Ignace  nom propre
Ile-d'yeu nom propre
île-de-france nom propre
Iliade  nom propre
Ille-et-vilaine nom propre
Illinois  nom propre
Illyrie nom propre
Imatra  nom propre
Inaché  nom propre
Inalf nom propre
Inde  nom propre
Indus nom propre
Innocent  nom propre
Intel nom propre
Interglaciaires nom propre
Io  nom propre
Ion nom propre
Ionie nom propre
Irlande nom propre
Irtych  nom propre
Isaac nom propre
Isabeau nom propre
Isabelle  nom propre
Isaïe nom propre
Isboseth  nom propre
Isenghien nom propre
Isère nom propre
Isidore nom propre
Isis  nom propre
Islande nom propre
Ismael  nom propre
Ispahan nom propre
Israël  nom propre
Istanboul nom propre
Istrie  nom propre
Italicus  nom propre
Italie  nom propre
Ivan  nom propre
Ivrée nom propre
Ivry  nom propre
Jabim nom propre
Jabin nom propre
Jacinthe  nom propre
Jacob nom propre
Jacqueline  nom propre
Jacquemain  nom propre
Jacques nom propre
Jacques-louis nom propre
Jaffa nom propre
Jaffé nom propre
Jaiel nom propre
Jakarta nom propre
Jalisco nom propre
Jalpes  nom propre
Jamaïque  nom propre
James nom propre
Janin nom propre
Jannequin nom propre
Janté nom propre
Janus nom propre
Japhet  nom propre
Japon nom propre
Jaquemes  nom propre
Jaquot  nom propre
Jason nom propre
Jaurès  nom propre
Java  nom propre
Javel nom propre
Jawa  nom propre
Jean  nom propre
Jean-baptiste nom propre
Jean-bart nom propre
Jean-françois nom propre
Jean-jacques  nom propre
Jean-marie  nom propre
Jean-paul nom propre
Jean-pierre nom propre
Jean-yves nom propre
Jeanette  nom propre
Jeanne  nom propre
Jeannot nom propre
Jeannotte nom propre
Jebuseus  nom propre
Jehannin  nom propre
Jehu  nom propre
Jennes  nom propre
Jepté nom propre
Jerachie  nom propre
Jérémie nom propre
Jérico  nom propre
Jeroboam  nom propre
Jéroboam  nom propre
Jérôme  nom propre
Jersey  nom propre
Jérusalem nom propre
Jésus nom propre
Jésus-christ  nom propre
Jésus_christ  nom propre
Jetro nom propre
Jézabel nom propre
Jilin nom propre
Joab  nom propre
Joachim nom propre
Joas  nom propre
Job nom propre
Joël  nom propre
Johan nom propre
Johanette nom propre
Joiade  nom propre
Joinville nom propre
Jonas nom propre
Jonathan  nom propre
Joram nom propre
Jordan  nom propre
Jordanie  nom propre
Jos nom propre
Josaphat  nom propre
José  nom propre
Joseph  nom propre
Josias  nom propre
Josué nom propre
Jourdain  nom propre
Jouy  nom propre
Jovinian  nom propre
Jovinien  nom propre
Joyada  nom propre
Jubal nom propre
Judas nom propre
Jude  nom propre
Judée nom propre
Judith  nom propre
Jujuy nom propre
Jules nom propre
Julie nom propre
Julien  nom propre
Juliena nom propre
Julienne  nom propre
Julius  nom propre
Jullia  nom propre
Jullius nom propre
Julo  nom propre
Junius  nom propre
Junon nom propre
Jupiter nom propre
Jura  nom propre
Jurassique  nom propre
Juste nom propre
Justin  nom propre
Justine nom propre
Justinien nom propre
Jutland nom propre
Kaboul  nom propre
Kabylie nom propre
Kalimantan  nom propre
Kalmoukie nom propre
Kama  nom propre
Kampuchea nom propre
Kansas  nom propre
Kansu nom propre
Karman  nom propre
Karnataka nom propre
Kasai nom propre
Katanga nom propre
Katheline nom propre
Kattegat  nom propre
Kayseri nom propre
Kazahskaja  nom propre
Kazakhstan  nom propre
Kent  nom propre
Kentucky  nom propre
Kenya nom propre
Kepler  nom propre
Kerala  nom propre
Khabarosk nom propre
Khabarovsk  nom propre
Khartoum  nom propre
Khyber  nom propre
Kiangsu nom propre
Kiev  nom propre
Kigali  nom propre
Killmory  nom propre
Kinshasa  nom propre
Kirghizistan  nom propre
Kirgizija nom propre
Kirgizskaja nom propre
Kiribati  nom propre
Kirin nom propre
Kivu  nom propre
Komsomolsk  nom propre
Kosrae  nom propre
Kouro-sivo  nom propre
Koweit  nom propre
Krasnoiarsk nom propre
Krasnoïarsk nom propre
Kwangtung nom propre
Kychtym nom propre
La-mecque nom propre
La-rochelle nom propre
La_calogne  nom propre
La_palice nom propre
Laban nom propre
Labrador  nom propre
Labrecht  nom propre
Lacedemoniens nom propre
Lactance  nom propre
Lactence  nom propre
Laerce  nom propre
Lagny-sur-marne nom propre
Lagurat nom propre
Lambequin nom propre
Lambert nom propre
Lambres nom propre
Lamech  nom propre
Lameth  nom propre
Lamothe nom propre
Lancaster nom propre
Lancelot  nom propre
Landerneau  nom propre
Landes  nom propre
Landuras  nom propre
Laneuveville-en-saulnois  nom propre
Langade nom propre
Langerhans  nom propre
Langres nom propre
Languedoc nom propre
Lannion nom propre
Lannoy  nom propre
Lans  nom propre
Lao nom propre
Laon  nom propre
Laos  nom propre
Laphintes nom propre
Laponie nom propre
Lara  nom propre
Lathone nom propre
Latium  nom propre
Latran  nom propre
Launoy  nom propre
Laurence  nom propre
Laurent nom propre
Laurente  nom propre
Lausanne  nom propre
Lautaret  nom propre
Lauterbach  nom propre
Laval nom propre
Lazare  nom propre
Le-havre  nom propre
Le-mans nom propre
Leandre nom propre
Lectea  nom propre
Leipzig nom propre
Léna  nom propre
Lénine  nom propre
Lens  nom propre
Leomedon  nom propre
Léonard nom propre
Leonidas  nom propre
Leonides  nom propre
Lesbos  nom propre
Lescrope  nom propre
Lesotho nom propre
Lesparre  nom propre
Lesseres  nom propre
Lettonie  nom propre
Leuthocoe nom propre
Levite  nom propre
Levites nom propre
Levitique nom propre
LeÓn  nom propre
Liaoning  nom propre
Liban nom propre
Liber nom propre
Libération  nom propre
Liberia nom propre
Libéria nom propre
Libiens nom propre
Libourne  nom propre
Libreville  nom propre
Libye nom propre
Licam nom propre
Lichaon nom propre
Lichtenstein  nom propre
Licomedes nom propre
Lidgus  nom propre
Liebig  nom propre
Liechtenstein nom propre
Liège nom propre
Liévin  nom propre
Lignac  nom propre
Ligny nom propre
Ligny-en-barrois  nom propre
Ligurgus  nom propre
Ligurie nom propre
Lille nom propre
Lima  nom propre
Limbourg  nom propre
Limoges nom propre
Limousin  nom propre
Linares nom propre
Lincus  nom propre
Lindre  nom propre
Lionel  nom propre
Lisbonne  nom propre
Lisieux nom propre
Lisimachus  nom propre
Lithuanie nom propre
Litovskaja  nom propre
Lituanie  nom propre
Livet nom propre
Livius  nom propre
Livourne  nom propre
Ljungner  nom propre
Llanquihue  nom propre
Lloyd's nom propre
Lodun nom propre
Logres  nom propre
Loir-et-cher  nom propre
Loire nom propre
Loire-atlantique  nom propre
Lombardie nom propre
Lomé  nom propre
Londres nom propre
Lonpre  nom propre
Lons-le-saunier nom propre
Lorraine  nom propre
Loth  nom propre
Lothaire  nom propre
Louis nom propre
Louis-le-grand  nom propre
Louis-philippe  nom propre
Louise  nom propre
Louisiane nom propre
Lourdes nom propre
Louvain nom propre
Louveciennes  nom propre
Louvre  nom propre
Lozère  nom propre
Lubeck  nom propre
Luc nom propre
Lucan nom propre
Lucas nom propre
Lucie nom propre
Lucien  nom propre
Lucienne  nom propre
Lucifer nom propre
Lucille nom propre
Lucius  nom propre
Lucrèce nom propre
Lucrecius nom propre
Lucrèse nom propre
Lucresse  nom propre
Ludovic nom propre
Lune  nom propre
Lunéville nom propre
Lussebonne  nom propre
Luxembourg  nom propre
Lyde  nom propre
Lydie nom propre
Lyon  nom propre
Maarifien nom propre
Mabille nom propre
Mabillette  nom propre
Mac-mahon nom propre
Macao nom propre
Macédoine nom propre
Macelizeth  nom propre
Machabee  nom propre
Machabées nom propre
Mâcon nom propre
Macrobe nom propre
Madagascar  nom propre
Madelain  nom propre
Madeleine nom propre
Madère  nom propre
Madian  nom propre
Madianites  nom propre
Madrid  nom propre
Madura  nom propre
Magadan nom propre
Magallanes  nom propre
Magellan  nom propre
Maghreb nom propre
Magistral nom propre
Magloire  nom propre
Maharashtra nom propre
Mahieu  nom propre
Mahom nom propre
Mahomet nom propre
Maine nom propre
Maine-et-loire  nom propre
Maisons-neuves  nom propre
Majorque  nom propre
Malachiel nom propre
Malaga  nom propre
Malaisie  nom propre
Malaspina nom propre
Malawi  nom propre
Malaysia  nom propre
Maldives  nom propre
Mali  nom propre
Malines nom propre
Malleco nom propre
Malo  nom propre
Malte nom propre
Malthus nom propre
Maluku  nom propre
Mamoudzou nom propre
Managua nom propre
Mandchourie nom propre
Manhattan nom propre
Manille nom propre
Manipur nom propre
Manitoba  nom propre
Marabini  nom propre
Maranhao  nom propre
Marathon  nom propre
Marc  nom propre
Marc-antoine  nom propre
Marcel  nom propre
Marcelin  nom propre
Marceline nom propre
Marcelle  nom propre
Marcellus nom propre
Marcie  nom propre
Marcius nom propre
Marcus  nom propre
Mardochee nom propre
Mardocheus  nom propre
Marennes  nom propre
Marguerite  nom propre
Marie nom propre
Marie-madeleine nom propre
Marienbourg nom propre
Marion  nom propre
Marius  nom propre
Marly-le-roi  nom propre
Marmande  nom propre
Marne nom propre
Maroc nom propre
Marpesye  nom propre
Mars  nom propre
Marseille nom propre
Marseilles  nom propre
Marsias nom propre
Martha  nom propre
Marthe  nom propre
Martial nom propre
Martin  nom propre
Martinique  nom propre
Martonne  nom propre
Maryland  nom propre
Mascate nom propre
Masinissa nom propre
Masphat nom propre
Massachusetts nom propre
Massif  nom propre
Matanzas  nom propre
Mathathias  nom propre
Mathathie nom propre
Mathias nom propre
Mathieu nom propre
Mathilde  nom propre
Matthieu  nom propre
Matuyama  nom propre
Maubeuge  nom propre
Maudequin nom propre
Maule nom propre
Maumont nom propre
Maures  nom propre
Maurice nom propre
Maurienne nom propre
Mauritanie  nom propre
Mauroy  nom propre
Maxence nom propre
Maximian  nom propre
Mayence nom propre
Mayotte nom propre
Mazeus  nom propre
Meaux nom propre
Mecque  nom propre
Medée nom propre
Médée nom propre
Méditerranée  nom propre
Méduse  nom propre
Megève  nom propre
Mékong  nom propre
Mélanésie nom propre
Mélanie nom propre
Melchior  nom propre
Melchisedech  nom propre
Meleager  nom propre
Melenca nom propre
Meleum  nom propre
Melleager nom propre
Melun nom propre
Mem nom propre
Menandre  nom propre
Menefron  nom propre
Menelaus  nom propre
Menelaüs  nom propre
Mennon  nom propre
Menonides nom propre
Menphite  nom propre
Mentor  nom propre
Mentoue nom propre
Meny  nom propre
Mera  nom propre
Mercure nom propre
Merlin  nom propre
Mésopotamie nom propre
Messageans  nom propre
Messaoudien nom propre
Messine nom propre
Methamorphoseos nom propre
Methridatus nom propre
Metz  nom propre
Meurthe nom propre
Meurthe-et-moselle  nom propre
Meuse nom propre
Mexique nom propre
Michel  nom propre
Michigan  nom propre
Michoacan nom propre
Michol  nom propre
Micronésie  nom propre
Microscosme nom propre
Microsoft nom propre
Midas nom propre
Midi-pyrénées nom propre
Milan nom propre
Minamata  nom propre
Mindel  nom propre
Minerve nom propre
Minnesota nom propre
Minolta nom propre
Minorque  nom propre
Minos nom propre
Minotaure nom propre
Miphisboseth  nom propre
Miranda nom propre
Mirande nom propre
Misiones  nom propre
Mississipi  nom propre
Mississippi nom propre
Missouri  nom propre
Mithene nom propre
Mitologies  nom propre
Mizoram nom propre
Moab  nom propre
Modane  nom propre
Moghreb nom propre
Moghrébien  nom propre
Moheli  nom propre
Moiffet nom propre
Moïse nom propre
Moldave nom propre
Moldaves  nom propre
Moldavie  nom propre
Moldavskaja nom propre
Molin nom propre
Molise  nom propre
Molosse nom propre
Moluques  nom propre
Momc  nom propre
Mommort nom propre
Monaco  nom propre
Monagas nom propre
Moncy nom propre
Mondidier nom propre
Monglenne nom propre
Mongolie  nom propre
Monique nom propre
Mont-blanc  nom propre
Mont-dore nom propre
Mont-saint-michel nom propre
Mont_de_marsan  nom propre
Montaigu  nom propre
Montana nom propre
Montargis nom propre
Montauban nom propre
Montbéliard nom propre
Montceau  nom propre
Montcuq nom propre
Montdidier  nom propre
Montebourg  nom propre
Montélimar  nom propre
Monténégro  nom propre
Montevideo  nom propre
Montfaucon  nom propre
Montferrant nom propre
Montfort  nom propre
Montfranc nom propre
Montgomery  nom propre
Montigni  nom propre
Montigny  nom propre
Montmartre  nom propre
Montmorency nom propre
Montoire  nom propre
Montpancier nom propre
Montpellier nom propre
Montpensé nom propre
Montpensier nom propre
Montpesat nom propre
Montréal  nom propre
Montreuil nom propre
Montserrat  nom propre
Montventadour nom propre
Morar nom propre
Morave  nom propre
Moravie nom propre
Morbihan  nom propre
Morelos nom propre
Morholt nom propre
Morpheus  nom propre
Morpheüs  nom propre
Morrain nom propre
Mortaigne nom propre
Morvan  nom propre
Morzine nom propre
Moscou  nom propre
Moselle nom propre
Mousegrave  nom propre
Moyen-orient  nom propre
Mozambique  nom propre
Mucident  nom propre
Munich  nom propre
Munitor nom propre
Muonio  nom propre
Muthiles  nom propre
Myanmar nom propre
Mycènes nom propre
Mysore  nom propre
Naaman  nom propre
Naas  nom propre
Nabal nom propre
Nabarzenes  nom propre
Naboth  nom propre
Nabucodonosor nom propre
Nagaland  nom propre
Nairobi nom propre
Nakhitchevan  nom propre
Nakhodda  nom propre
Namibie nom propre
Namur nom propre
Nancy nom propre
Nanterre  nom propre
Nantes  nom propre
Naples  nom propre
Narbonne  nom propre
Narchilus nom propre
Narcisus  nom propre
Nathan  nom propre
Nauru nom propre
Navarre nom propre
Nayarit nom propre
Nazareth  nom propre
Nebraska  nom propre
Neemie  nom propre
Néguev  nom propre
Neimenggu nom propre
Nembroth  nom propre
Nenatmoins  nom propre
Népal nom propre
Nepocian  nom propre
Neptune nom propre
Néron nom propre
Nescio  nom propre
Nestor  nom propre
Neuf-brisach  nom propre
Neufchâteau nom propre
Neuquen nom propre
Neustrie  nom propre
Neuville  nom propre
Nevada  nom propre
Nevers  nom propre
Nevis nom propre
New-delhi nom propre
New-hampshire nom propre
New-jersey  nom propre
New-yorkb nom propre
Nexus nom propre
Niagara nom propre
Niamey  nom propre
Nicaise nom propre
Nicaragua nom propre
Nice  nom propre
Nichanor  nom propre
Nichio  nom propre
Nichomachus nom propre
Nicodemie nom propre
Nicodemus nom propre
Nicolas nom propre
Nicole  nom propre
Nicosie nom propre
Nicostratés nom propre
Nievle  nom propre
Niger nom propre
Nigeria nom propre
Nigéria nom propre
Nil nom propre
Nîme  nom propre
Ninive  nom propre
Niort nom propre
Nivernais nom propre
Nobel nom propre
Noé nom propre
Noël  nom propre
