form	lemma	POS	morph
pire	pire	ADJqua	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Mort	mort	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Dont	que	PROrel	MORPH=empty
le	le	DETdef	PERS.=3|NOMB.=s|GENRE=m
desir	désir	NOMcom	NOMB.=s|GENRE=m
tres	très	ADVgen	MORPH=empty
doucement	doucement	ADVgen	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
mord	mordre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Puis	puis	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
voy	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
d'	de	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
desavoué	désavouer	VERppe	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
que	que	PROint	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
sert	servir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
estre	être	VERinf	MORPH=empty
tant	tant	ADVgen	MORPH=empty
voué	vouer	VERppe	NOMB.=s|GENRE=m
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
monument	monument	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Thrace	thrace	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
Samos	Samos	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Y	le	PROper	MORPH=empty
murmurant	murmurer	VERppa	NOMB.=x|GENRE=x
maints	maint	DETind	NOMB.=p
magiciens	magicien	NOMcom	NOMB.=p|GENRE=m
mots	mot	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Veu	voir	VERppe	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
mal	mal	NOMcom	NOMB.=s|GENRE=m
plus	plus	ADVgen	MORPH=empty
aigrement	aigrement	ADVgen	MORPH=empty
s'	le	PROper	
indigne	indigner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Que	que	CONsub	MORPH=empty
n'	ne	ADVneg	MORPH=empty
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
souffert	souffrir	VERppe	NOMB.=s|GENRE=m
Leontiche	léontiche	NOMcom	NOMB.=s
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
Radine	Radine	NOMpro	NOMB.=s|GENRE=f
?	?	PONfrt	MORPH=empty
Làs	las	INJ	MORPH=empty
,	,	PONfbl	MORPH=empty
si	si	CONsub	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
estois	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
Leucade	Leucade	NOMcom	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
temple	temple	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Ou	que	PROrel	MORPH=empty
d'	de	PRE	MORPH=empty
Apollo	Apollo	NOMpro	NOMB.=s|GENRE=f
flourit	fleurir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
le	le	DETdef	NOMB.=s|GENRE=m
renom	renom	NOMcom	NOMB.=s|GENRE=m
ample	ample	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
saulterois	sauter	VERcjg	MODE=con|PERS.=1|NOMB.=s
à	à	PRE	MORPH=empty
desesperez	désespérer	VERppe	NOMB.=p|GENRE=m
saults	saut	NOMcom	NOMB.=p|GENRE=m
Pour	pour	PRE	MORPH=empty
mettre	mettre	VERinf	MORPH=empty
fin	fin	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
mortelz	mortel	ADJqua	NOMB.=p|GENRE=m
assaults	assaut	NOMcom	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
Au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
moins	moins	ADVgen	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
rage	rage	NOMcom	NOMB.=s|GENRE=f
en	en	ADVgen	MORPH=empty
saultant	sauter	VERppa	NOMB.=x|GENRE=x
passeroit	passer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Certes	certes	ADVgen	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
croy	croire	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
que	que	CONsub	MORPH=empty
point	point	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
cesseroit	cesser	VERcjg	MODE=con|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Veu	voir	VERppe	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
sur	sur	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
cent	cent	ADJqua	NOMB.=p|GENRE=x
mille	mille	DETcar	NOMB.=p|GENRE=x
experiments	expériment	NOMcom	NOMB.=p|GENRE=m
Ne	ne	ADVgen	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
fait	faire	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
làs	las	INJ	MORPH=empty
,	,	PONfbl	MORPH=empty
qu'	que	ADVgen	MORPH=empty
agraver	aggraver	VERinf	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=f
torments	tourment	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
J'	je	PROper	
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
Boucz	bouc	NOMcom	NOMB.=p|GENRE=m
beu	boire	VERppe	NOMB.=s|GENRE=m
l'	le	DETdef	NOMB.=s|GENRE=f
urine	urine	NOMcom	NOMB.=s|GENRE=f
puante	puant	ADJqua	NOMB.=s|GENRE=f
Entremeslee	entremêler	VERppe	NOMB.=s|GENRE=f
avec	avec	PRE	MORPH=empty
Nerte	nerte	NOMcom	NOMB.=s|GENRE=f
odorante	odorant	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Souventesfois	souventesfois	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
si	si	ADVgen	MORPH=empty
grand'	grand	ADJqua	
flamme	flamme	NOMcom	NOMB.=s|GENRE=f
oultré	outrer	VERppe	NOMB.=s|GENRE=m
Ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
couché	coucher	VERppe	NOMB.=s|GENRE=m
nud	nu	ADJqua	MORPH=empty
là	là	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
ou	que	PROrel	MORPH=empty
s'	le	PROper	
estoit	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
veautré	vautrer	VERppe	NOMB.=s|GENRE=m
Sur	sur	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
sablon	sablon	NOMcom	NOMB.=s|GENRE=m
Mule	mule	NOMcom	NOMB.=s|GENRE=f
froide	froid	ADJqua	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
sterile	stérile	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
moyen	moyen	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
cuydé	cuider	VERppe	NOMB.=s|GENRE=m
utile	utile	ADJqua	NOMB.=s|GENRE=m
Pour	pour	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
jetter	jeter	VERinf	MORPH=empty
dehors	dehors	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
rage	rage	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Dont	que	PROrel	MORPH=empty
jour	jour	NOMcom	NOMB.=s|GENRE=m
&	et	CONcoo	MORPH=empty
nuict	nuit	NOMcom	NOMB.=s|GENRE=f
plus	plus	ADVgen	MORPH=empty
mort	mourir	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
vif	vif	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
enrage	enrager	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
cherché	chercher	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
ay	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
mis	mettre	VERppe	NOMB.=s|GENRE=m
à	à	PRE	MORPH=empty
effect	effet	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Encor	encore	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
Amy	ami	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
peux	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
voir	voir	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
fait	fait	NOMcom	NOMB.=s|GENRE=m
Pendante	pendre	VERppa	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
col	col	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
point	point	ADVgen	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
bouge	bouger	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
De	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
cuyr	cuir	NOMcom	NOMB.=s|GENRE=m
vierge	vierge	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
une	un	DETind	NOMB.=s|GENRE=f
Ranette	rainette	NOMcom	NOMB.=s|GENRE=f
rouge	rouge	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
occit	occire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	DETdem	NOMB.=s|GENRE=m
mal	mal	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qui	qui	PROrel	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m
excede	excéder	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
.	.	PONfrt	MORPH=empty
Parquoy	par_quoi	PRE.PROrel	NOMB.=s|GENRE=m
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
pris	prendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
pour	pour	PRE	MORPH=empty
souverain	souverain	ADJqua	NOMB.=s|GENRE=m
remede	remède	NOMcom	NOMB.=s|GENRE=m
De	de	PRE	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
eslongner	éloigner	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
lieu	lieu	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ou	que	PROrel	MORPH=empty
habite	habiter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
Celle	ce	DETdem	NOMB.=s|GENRE=f
cruelle	cruel	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ingrate	ingrat	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
si	si	ADVgen	MORPH=empty
despite	dépiter	VERppe	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	
onc	onques	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
daigna	daigner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
recevoir	recevoir	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
garlande	guirlande	NOMcom	NOMB.=s|GENRE=f
D'	de	PRE	MORPH=empty
un	un	DETind	NOMB.=s|GENRE=m
vert	vert	ADJqua	NOMB.=s|GENRE=m
tissu	tissu	NOMcom	NOMB.=s|GENRE=m
parfumé	parfumer	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
lavande	lavande	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
jadis	jadis	ADVgen	MORPH=empty
à	à	PRE	MORPH=empty
Doris	Doris	NOMpro	NOMB.=s|GENRE=f
la	le	DETdef	NOMB.=s|GENRE=f
benigne	bénin	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
miroir	miroir	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
qu'	que	PROrel	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
reputoit	réputer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
digne	digne	ADJqua	NOMB.=s|GENRE=m
Pour	pour	PRE	MORPH=empty
une	un	DETind	NOMB.=s|GENRE=f
Nymphe	nymphe	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
un	un	DETind	NOMB.=s|GENRE=m
panier	panier	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
osier	osier	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
costeaux	costel	NOMcom	NOMB.=p|GENRE=m
poingnants	poindre	VERppa	NOMB.=p|GENRE=m
comme	comme	CONsub	MORPH=empty
un	un	DETind	NOMB.=s|GENRE=m
rosier	rosier	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Dons	don	NOMcom	NOMB.=p|GENRE=m
pour	pour	PRE	MORPH=empty
donner	donner	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
mere	mère	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
Dieux	dieu	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Lesquelz	lequel	PROrel	MODE=imp|PERS.=2|NOMB.=p
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
avois	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
plus	plus	ADVgen	MORPH=empty
chers	cher	ADJqua	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
que	que	CONsub	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
deux	deux	ADJcar	NOMB.=p|GENRE=x
yeux	œil	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
toutesfois	toutefois	ADVgen	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
les	il	PROper	PERS.=3|NOMB.=p|GENRE=x|CAS=r
refusa	refuser	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Si	si	ADVgen	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
desdaing	dédain	NOMcom	NOMB.=s|GENRE=m
envers	envers	PRE	MORPH=empty
moy	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
usa	user	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Dont	que	PROrel	MORPH=empty
bien	bien	ADVgen	MORPH=empty
pensay	penser	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
crever	crever	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
dueil	deuil	NOMcom	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
ire	ire	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Heureux	heureux	ADJqua	NOMB.=s|GENRE=m
Compaing	compagnon	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
ouys	ouïr	VERcjg	MODE=ind|TEMPS=psp|PERS.=2|NOMB.=s
tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
onques	onques	ADVgen	MORPH=empty
dire	dire	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	
en	en	ADVgen	MORPH=empty
corps	corps	NOMcom	NOMB.=s|GENRE=m
parfait	parfait	ADJqua	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
une	un	DETind	NOMB.=s|GENRE=f
telle	tel	ADJind	NOMB.=s|GENRE=f
beauté	beauté	NOMcom	NOMB.=s|GENRE=f
Regnast	régner	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
fierté	fierté	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
desdaing	dédain	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
cruauté	cruauté	NOMcom	NOMB.=s|GENRE=f
?	?	PONfrt	MORPH=empty
Jamais	jamais	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
fut	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
rose	rose	ADJqua	MORPH=empty
sans	sans	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
espine	épine	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Ainsi	ainsi	ADVgen	MORPH=empty
voyant	voir	VERppa	NOMB.=x|GENRE=x
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
totale	total	ADJqua	NOMB.=s|GENRE=f
ruyne	ruine	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Deliberay	délibérer	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
tout	tout	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
absenter	absenter	VERinf	MORPH=empty
De	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
presence	présence	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
exempter	exempter	VERinf	MORPH=empty
De	de	PRE	MORPH=empty
peine	peine	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ennuy	ennui	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
cure	cure	NOMcom	MORPH=empty
,	,	PONfbl	MORPH=empty
&	et	CONcoo	MORPH=empty
solicitude	sollicitude	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
vins	venir	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
icy	ici	ADVgen	MORPH=empty
en	en	ADVgen	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
solitude	solitude	NOMcom	NOMB.=s|GENRE=f
Pour	pour	PRE	MORPH=empty
resjouyr	réjouir	VERinf	MORPH=empty
quelque	quelque	ADVgen	MORPH=empty
peu	peu	ADVgen	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
esprits	esprit	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
Qui	qui	PROrel	MORPH=empty
tant	tant	ADVgen	MORPH=empty
estoyent	être	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=p
de	de	PRE	MORPH=empty
mortel	mortel	ADJqua	NOMB.=s|GENRE=m
dueil	deuil	NOMcom	NOMB.=s|GENRE=m
surpris	surprendre	VERppe	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Ou	que	PROrel	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
sentant	sentir	VERppa	NOMB.=x|GENRE=x
loing	loin	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=1|NOMB.=s|GENRE=f
parroisse	paroisse	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
peu	peu	NOMcom	MORPH=empty
à	à	PRE	MORPH=empty
peu	peu	NOMcom	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
amoindris	amoindrir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
angoisse	angoisse	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
matin	matin	NOMcom	NOMB.=s|GENRE=m
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
vois	voir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
là	là	ADVgen	MORPH=empty
,	,	PONfbl	MORPH=empty
ou	que	PROrel	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Saone	Saône	NOMpro	NOMB.=s|GENRE=f
Vient	venir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
joindre	joindre	VERinf	MORPH=empty
à	à	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
espoux	époux	NOMcom	NOMB.=p|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
Rhosne	Rhône	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
le	il	PROper	NOMB.=s|GENRE=m
contraint	contraindre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
roidement	raidement	ADVgen	MORPH=empty
courir	courir	VERinf	MORPH=empty
Jusqu'	jusque	PRE	MORPH=empty
à	à	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
Mer	mer	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
ou	que	PROrel	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
deux	deux	PROCar	NOMB.=p|GENRE=x
vont	aller	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
mourir	mourir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Là	là	ADVgen	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
lave	laver	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
&	et	CONcoo	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
mains	main	NOMcom	NOMB.=p|GENRE=f
&	et	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
face	face	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Puis	puis	ADVgen	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
contemple	contempler	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
en	en	ADVgen	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
eau	eau	NOMcom	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
espace	espace	NOMcom	NOMB.=s|GENRE=f
Couché	coucher	VERppe	NOMB.=s|GENRE=m
sus	sur	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
herbe	herbe	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
quand	quand	CONsub	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
soif	soif	NOMcom	NOMB.=s|GENRE=f
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
altere	altérer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
J'	je	PROper	
espuise	épuiser	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
à	à	PRE	MORPH=empty
coup	coup	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
leur	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
eau	eau	NOMcom	NOMB.=s|GENRE=f
fresche	frais	ADJqua	NOMB.=s|GENRE=f
&	et	CONcoo	MORPH=empty
clere	clair	ADJqua	NOMB.=s|GENRE=f
Dens	dans	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
main	main	NOMcom	NOMB.=s|GENRE=f
creuse	creux	ADJqua	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
