form	lemma	POS	morph
fâcheuse	fâcheux	ADJqua	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
facile	facile	ADJqua	NOMB.=s|GENRE=f
?	?	PONfrt	MORPH=empty
Plus	plus	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
n'	ne	ADVneg	MORPH=empty
espérais	espérer	VERcjg	MODE=ind|TEMPS=ipf|PERS.=1|NOMB.=s
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
y	y	PROadv	MORPH=empty
trouvai	trouver	VERcjg	MODE=ind|TEMPS=psp|PERS.=1|NOMB.=s
docile	docile	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Soit	soit	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
donnasse	donner	VERcjg	MODE=sub|TEMPS=ipf|PERS.=1|NOMB.=s
une	un	DETndf	NOMB.=s|GENRE=f
fort	fort	ADVgen	MORPH=empty
douce	doux	ADJqua	NOMB.=s|GENRE=f
loi	loi	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
fût	être	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
yeux	œil	NOMcom	NOMB.=p|GENRE=m
plus	plus	ADVgen	MORPH=empty
aimable	aimable	ADJqua	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
;	;	PONfbl	MORPH=empty
Soit	soit	CONcoo	MORPH=empty
qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
fît	faire	VERcjg	MODE=sub|TEMPS=ipf|PERS.=3|NOMB.=s
dessein	dessein	NOMcom	NOMB.=s|GENRE=m
sur	sur	PRE	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
fameux	fameux	ADJqua	NOMB.=s|GENRE=m
rebelle	rebelle	NOMcom	NOMB.=s|GENRE=m
Qu'	que	PROrel	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
simple	simple	ADJqua	NOMB.=s|GENRE=f
gageure	gageure	NOMcom	NOMB.=s|GENRE=f
attachait	attacher	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
auprès	auprès	PRE	MORPH=empty
d'	de	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
,	,	PONfbl	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
perdit	perdre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
pour	pour	PRE	MORPH=empty
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
importunité	importunité	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
n'	ne	ADVneg	MORPH=empty
en	en	PROadv	MORPH=empty
demanda	demander	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
tant	tant	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
assiduité	assiduité	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
La	le	DETdef	NOMB.=s|GENRE=f
douceur	douceur	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
être	être	VERinf	MORPH=empty
seule	seul	ADJqua	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
gouverner	gouverner	VERinf	MORPH=empty
Florame	Florame	NOMpro	NOMB.=s|GENRE=m
Ne	ne	ADVneg	MORPH=empty
souffrit	souffrir	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
chez	chez	PRE	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
aucun	aucun	DETind	NOMB.=s|GENRE=m
soin	soin	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
flamme	flamme	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	CONsub	MORPH=empty
elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
goûtait	goûter	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
avec	avec	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
de	de	PRE	MORPH=empty
plaisirs	plaisir	NOMcom	NOMB.=p|GENRE=m
Lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
fit	faire	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
abandonner	abandonner	VERinf	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
âme	âme	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
mes	mon	DETpos	PERS.=1|NOMB.=p|GENRE=m
désirs	désir	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
On	on	PROind	PERS.=3|NOMB.=s|GENRE=x|CAS=n
t'	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
abuse	abuser	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Théante	Théante	NOMpro	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
dise	dire	VERcjg	MODE=sub|TEMPS=pst|PERS.=1|NOMB.=s
Que	que	CONsub	MORPH=empty
Florame	Florame	NOMpro	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
atteint	atteindre	VERppe	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
même	même	DETind	NOMB.=s|GENRE=f
maladie	maladie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
roule	rouler	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
esprit	esprit	NOMcom	NOMB.=s|GENRE=m
mêmes	même	DETind	NOMB.=p|GENRE=m
desseins	dessein	NOMcom	NOMB.=p|GENRE=m
que	que	CONsub	MORPH=empty
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
à	à	PRE	MORPH=empty
Daphnis	Daphnis	NOMpro	NOMB.=s|GENRE=f
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
veut	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donner	donner	VERinf	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
foi	foi	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
À	à	PRE	MORPH=empty
servir	servir	VERinf	MORPH=empty
Amarante	Amarante	NOMpro	NOMB.=s|GENRE=f
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
met	mettre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
beaucoup	beaucoup	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
étude	étude	NOMcom	NOMB.=s|GENRE=f
;	;	PONfbl	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu'	que	CONsub	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
prétexte	prétexte	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
faire	faire	VERinf	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
habitude	habitude	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
accoutume	accoutumer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
ainsi	ainsi	ADVgen	MORPH=empty
ta	ton	DETpos	PERS.=2|NOMB.=s|GENRE=f
Daphnis	Daphnis	NOMpro	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
voir	voir	VERinf	MORPH=empty
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
ménage	ménager	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
accès	accès	NOMcom	NOMB.=s|GENRE=m
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
ne	ne	ADVneg	MORPH=empty
pouvait	pouvoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
avoir	avoir	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
richesse	richesse	NOMcom	NOMB.=s|GENRE=f
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
attire	attirer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
beauté	beauté	NOMcom	NOMB.=s|GENRE=f
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
blesse	blesser	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
Elle	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=n
le	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=r
passe	passer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
biens	bien	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
égale	égaler	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
noblesse	noblesse	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
cherche	chercher	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ambitieux	ambitieux	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
possession	possession	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
À	à	PRE	MORPH=empty
relever	relever	VERinf	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
éclat	éclat	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
extraction	extraction	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
peu	peu	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
fortune	fortune	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
beaucoup	beaucoup	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
courage	courage	NOMcom	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
hors	hors	PRE	MORPH=empty
cette	ce	DETdem	NOMB.=s|GENRE=f
espérance	espérance	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
hait	haïr	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
mariage	mariage	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
C'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
autre	autre	ADJind	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
secret	secret	NOMcom	NOMB.=s|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
apprit	apprendre	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
;	;	PONfbl	MORPH=empty
Tu	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=n
peux	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=2|NOMB.=s
,	,	PONfbl	MORPH=empty
sur	sur	PRE	MORPH=empty
cet	ce	DETdem	NOMB.=s|GENRE=m
avis	avis	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
lire	lire	VERinf	MORPH=empty
dans	dans	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
esprit	esprit	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Parmi	parmi	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
hauts	haut	ADJqua	NOMB.=p|GENRE=m
projets	projet	NOMcom	NOMB.=p|GENRE=m
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
manque	manquer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
de	de	PRE	MORPH=empty
prudence	prudence	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Puisqu'	puisque	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
traite	traiter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
avec	avec	PRE	MORPH=empty
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
de	de	PRE	MORPH=empty
telle	tel	DETind	NOMB.=s|GENRE=f
confidence	confidence	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Crois	croire	VERcjg	MODE=imp|PERS.=2|NOMB.=s
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
éprouvera	éprouver	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
fidèle	fidèle	ADJqua	NOMB.=s|GENRE=m
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
dernier	dernier	ADJqua	NOMB.=s|GENRE=m
point	point	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
Lorsque	lorsque	CONsub	MORPH=empty
ton	ton	DETpos	PERS.=2|NOMB.=s|GENRE=m
intérêt	intérêt	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
y	y	PROadv	MORPH=empty
mêlera	mêler	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
point	point	ADVneg	MORPH=empty
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
dois	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
attendre	attendre	VERinf	MORPH=empty
ici	ici	ADVgen	MORPH=empty
.	.	PONfrt	MORPH=empty
Quitte	quitter	VERcjg	MODE=imp|PERS.=2|NOMB.=s
-moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
,	,	PONfbl	MORPH=empty
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
te	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=r
prie	prier	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
,	,	PONfbl	MORPH=empty
De	de	PRE	MORPH=empty
peur	peur	NOMcom	NOMB.=s|GENRE=f
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
ait	avoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
soupçon	soupçon	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
ta	ton	DETpos	PERS.=2|NOMB.=s|GENRE=f
supercherie	supercherie	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Adieu	adieu	INJ	MORPH=empty
.	.	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
suis	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
à	à	PRE	MORPH=empty
toi	tu	PROper	PERS.=2|NOMB.=s|GENRE=x|CAS=i
.	.	PONfrt	MORPH=empty
Par	par	PRE	MORPH=empty
quel	quel	DETrel	NOMB.=s|GENRE=m
malheur	malheur	NOMcom	NOMB.=s|GENRE=m
fatal	fatal	ADJqua	NOMB.=s|GENRE=m
Ai	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
-je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
donné	donner	VERppe	NOMB.=s|GENRE=m
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
-même	même	ADJind	NOMB.=s|GENRE=x
entrée	entrée	NOMcom	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
rival	rival	NOMcom	NOMB.=s|GENRE=m
?	?	PONfrt	MORPH=empty
De	de	PRE	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
trait	trait	NOMcom	NOMB.=s|GENRE=m
rusé	ruser	VERppe	NOMB.=s|GENRE=m
que	que	PROrel	MORPH=empty
mon	mon	DETpos	PERS.=1|NOMB.=s|GENRE=m
esprit	esprit	NOMcom	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
vante	vanter	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
trompe	tromper	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
moi	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=i
-même	même	ADJind	NOMB.=s|GENRE=x
en	en	PRE	MORPH=empty
trompant	tromper	VERppa	NOMB.=x|GENRE=x
Amarante	Amarante	NOMpro	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
choisis	choisir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
un	un	DETndf	NOMB.=s|GENRE=m
ami	ami	NOMcom	NOMB.=s|GENRE=m
qui	qui	PROrel	MORPH=empty
ne	ne	ADVneg	MORPH=empty
veut	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
m'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
ôter	ôter	VERinf	MORPH=empty
Ce	ce	PROdem	NOMB.=s|GENRE=n
que	que	PROrel	MORPH=empty
par	par	PRE	MORPH=empty
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
tâche	tâcher	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
à	à	PRE	MORPH=empty
me	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=r
faciliter	faciliter	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Qu'	que	PROint	MORPH=empty
importe	importer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
toutefois	toutefois	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
brûle	brûler	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
soupire	soupirer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
?	?	PONfrt	MORPH=empty
Je	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
sais	savoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
trop	trop	ADVgen	MORPH=empty
comme	comme	CONsub	MORPH=empty
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
empêcher	empêcher	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
en	en	PROadv	MORPH=empty
rien	rien	PROind	NOMB.=s|GENRE=x
dire	dire	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Amarante	Amarante	NOMpro	NOMB.=s|GENRE=f
l'	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=r
arrête	arrêter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
j'	je	PROper	PERS.=1|NOMB.=s|GENRE=x|CAS=n
arrête	arrêter	VERcjg	MODE=ind|TEMPS=pst|PERS.=1|NOMB.=s
Daphnis	Daphnis	NOMpro	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Ainsi	ainsi	ADVgen	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
entretiens	entretien	NOMcom	NOMB.=p|GENRE=m
d'	de	PRE	MORPH=empty
entre	entre	PRE	MORPH=empty
eux	il	PROper	PERS.=3|NOMB.=p|GENRE=m|CAS=i
deux	deux	ADJcar	NOMB.=p|GENRE=x
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
bannis	bannir	VERppe	NOMB.=s|GENRE=m
;	;	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
tant	tant	ADVgen	MORPH=empty
d'	de	PRE	MORPH=empty
heur	heur	NOMcom	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
rencontre	rencontrer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
en	en	PRE	MORPH=empty
ma	mon	DETpos	PERS.=1|NOMB.=s|GENRE=f
sage	sage	ADJqua	NOMB.=s|GENRE=f
conduite	conduite	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
Qu'	que	CONsub	MORPH=empty
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
langage	langage	NOMcom	NOMB.=s|GENRE=m
des	de_le	PRE.DETdef	NOMB.=p|GENRE=x
yeux	œil	NOMcom	NOMB.=p|GENRE=m
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
réduite	réduire	VERppe	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Mais	mais	CONcoo	MORPH=empty
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-ce	ce	PROdem	NOMB.=s|GENRE=n
pas	pas	ADVneg	MORPH=empty
assez	assez	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
communiquer	communiquer	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
Que	que	PROint	MORPH=empty
faut	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
-il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
amants	amant	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
plus	plus	ADVgen	MORPH=empty
pour	pour	PRE	MORPH=empty
s'	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
expliquer	expliquer	VERinf	MORPH=empty
?	?	PONfrt	MORPH=empty
Même	même	ADVgen	MORPH=empty
ceux	celui	PROdem	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
Daphnis	Daphnis	NOMpro	NOMB.=s|GENRE=f
à	à	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
coups	coup	NOMcom	NOMB.=p|GENRE=m
lui	il	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=i
répondent	répondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
:	:	PONfbl	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=x
un	un	PROind	NOMB.=s|GENRE=m
dans	dans	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=x
autre	autre	PROind	NOMB.=s|GENRE=x
à	à	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
coups	coup	NOMcom	NOMB.=p|GENRE=m
leurs	leur	DETpos	PERS.=3|NOMB.=p|GENRE=m
regards	regard	NOMcom	NOMB.=p|GENRE=m
se	se	PROper	PERS.=3|NOMB.=x|GENRE=x|CAS=x
confondent	confondre	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=p
,	,	PONfbl	MORPH=empty
Et	et	CONcoo	MORPH=empty
d'	de	PRE	MORPH=empty
un	un	DETndf	NOMB.=s|GENRE=m
commun	commun	ADJqua	NOMB.=s|GENRE=m
